date,state,fips,cases,deaths
2021-06-18,Missouri,29,625417,9821
2021-06-18,Montana,30,113275,1651
2021-06-18,Nebraska,31,224336,2518
2021-06-18,Nevada,32,328875,5649
2021-06-18,New Hampshire,33,99254,1367
2021-06-18,New Jersey,34,1020830,26368
2021-06-18,New Mexico,35,204698,4318
2021-06-18,New York,36,2109393,53017
2021-06-18,North Carolina,37,1010890,13359
2021-06-18,North Dakota,38,110575,1554
2021-06-18,Northern Mariana Islands,69,183,2
2021-06-18,Ohio,39,1108528,20166
2021-06-18,Oklahoma,40,455535,7354
2021-06-18,Oregon,41,206299,2780
2021-06-18,Pennsylvania,42,1214620,27612
2021-06-18,Puerto Rico,72,173197,2539
2021-06-18,Rhode Island,44,152383,2724
2021-06-18,South Carolina,45,595448,9792
2021-06-18,South Dakota,46,124393,2027
2021-06-18,Tennessee,47,853104,12415
2021-06-18,Texas,48,2977580,52266
2021-06-18,Utah,49,411141,2326
2021-06-18,Vermont,50,24360,256
2021-06-18,Virgin Islands,78,3752,30
2021-06-18,Virginia,51,678506,11342
2021-06-18,Washington,53,448716,5863
2021-06-18,West Virginia,54,163382,2863
2021-06-18,Wisconsin,55,676885,8047
2021-06-18,Wyoming,56,61490,734
2021-06-19,Alabama,01,548657,11306
2021-06-19,Alaska,02,70285,356
2021-06-19,Arizona,04,889342,17838
2021-06-19,Arkansas,05,345472,5874
2021-06-19,California,06,3808088,63309
2021-06-19,Colorado,08,556704,6876
2021-06-19,Connecticut,09,348665,8270
2021-06-19,Delaware,10,109528,1682
2021-06-19,District of Columbia,11,49243,1141
2021-06-19,Florida,12,2310881,37555
2021-06-19,Georgia,13,1106392,20628
2021-06-19,Guam,66,9236,140
2021-06-19,Hawaii,15,35967,508
2021-06-19,Idaho,16,194084,2125
2021-06-19,Illinois,17,1392733,25566
2021-06-19,Indiana,18,754583,13795
2021-06-19,Iowa,19,373049,6112
2021-06-19,Kansas,20,318104,5163
2021-06-19,Kentucky,21,464276,7225
2021-06-19,Louisiana,22,477453,10688
2021-06-19,Maine,23,68794,854
2021-06-19,Maryland,24,461914,9707
2021-06-19,Massachusetts,25,709354,17966
2021-06-19,Michigan,26,996624,20848
2021-06-19,Minnesota,27,604499,7629
2021-06-19,Mississippi,28,319948,7371
2021-06-19,Missouri,29,625880,9832
2021-06-19,Montana,30,113275,1651
2021-06-19,Nebraska,31,224343,2519
2021-06-19,Nevada,32,328875,5649
2021-06-19,New Hampshire,33,99254,1367
2021-06-19,New Jersey,34,1021038,26372
2021-06-19,New Mexico,35,204698,4318
2021-06-19,New York,36,2109782,53024
2021-06-19,North Carolina,37,1010919,13359
2021-06-19,North Dakota,38,110590,1554
2021-06-19,Northern Mariana Islands,69,183,2
2021-06-19,Ohio,39,1108736,20166
2021-06-19,Oklahoma,40,455535,7354
2021-06-19,Oregon,41,206581,2783
2021-06-19,Pennsylvania,42,1214797,27612
2021-06-19,Puerto Rico,72,173284,2539
2021-06-19,Rhode Island,44,152383,2724
2021-06-19,South Carolina,45,595448,9792
2021-06-19,South Dakota,46,124393,2027
2021-06-19,Tennessee,47,853104,12415
2021-06-19,Texas,48,2979299,52281
2021-06-19,Utah,49,411431,2328
2021-06-19,Vermont,50,24360,256
2021-06-19,Virgin Islands,78,3752,30
2021-06-19,Virginia,51,678595,11343
2021-06-19,Washington,53,449108,5867
2021-06-19,West Virginia,54,163382,2863
2021-06-19,Wisconsin,55,676885,8047
2021-06-19,Wyoming,56,61490,734
2021-06-20,Alabama,01,548657,11306
2021-06-20,Alaska,02,70285,356
2021-06-20,Arizona,04,889727,17843
2021-06-20,Arkansas,05,345605,5874
2021-06-20,California,06,3808733,63337
2021-06-20,Colorado,08,557005,6876
2021-06-20,Connecticut,09,348665,8270
2021-06-20,Delaware,10,109548,1683
2021-06-20,District of Columbia,11,49243,1141
2021-06-20,Florida,12,2310881,37555
2021-06-20,Georgia,13,1106604,20628
2021-06-20,Guam,66,9236,140
2021-06-20,Hawaii,15,36036,510
2021-06-20,Idaho,16,194084,2125
2021-06-20,Illinois,17,1392733,25566
2021-06-20,Indiana,18,754583,13795
2021-06-20,Iowa,19,373101,6114
2021-06-20,Kansas,20,318104,5163
2021-06-20,Kentucky,21,464291,7227
2021-06-20,Louisiana,22,477453,10688
2021-06-20,Maine,23,68826,854
2021-06-20,Maryland,24,461956,9707
2021-06-20,Massachusetts,25,709395,17971
2021-06-20,Michigan,26,996624,20848
2021-06-20,Minnesota,27,604602,7638
2021-06-20,Mississippi,28,319948,7371
2021-06-20,Missouri,29,626206,9832
2021-06-20,Montana,30,113275,1651
2021-06-20,Nebraska,31,224343,2519
2021-06-20,Nevada,32,328875,5649
2021-06-20,New Hampshire,33,99254,1367
2021-06-20,New Jersey,34,1021182,26374
2021-06-20,New Mexico,35,204698,4318
2021-06-20,New York,36,2110069,53026
2021-06-20,North Carolina,37,1010919,13359
2021-06-20,North Dakota,38,110598,1554
2021-06-20,Northern Mariana Islands,69,183,2
2021-06-20,Ohio,39,1108902,20166
2021-06-20,Oklahoma,40,455535,7354
2021-06-20,Oregon,41,206777,2784
2021-06-20,Pennsylvania,42,1214901,27621
2021-06-20,Puerto Rico,72,173328,2540
2021-06-20,Rhode Island,44,152383,2724
2021-06-20,South Carolina,45,595448,9792
2021-06-20,South Dakota,46,124393,2027
2021-06-20,Tennessee,47,853104,12415
2021-06-20,Texas,48,2979672,52292
2021-06-20,Utah,49,411680,2330
2021-06-20,Vermont,50,24360,256
2021-06-20,Virgin Islands,78,3752,30
2021-06-20,Virginia,51,678649,11351
2021-06-20,Washington,53,449170,5867
2021-06-20,West Virginia,54,163382,2863
2021-06-20,Wisconsin,55,676885,8047
2021-06-20,Wyoming,56,61490,734
2021-06-21,Alabama,01,549013,11311
2021-06-21,Alaska,02,70372,356
2021-06-21,Arizona,04,890111,17843
2021-06-21,Arkansas,05,345695,5876
2021-06-21,California,06,3810024,63353
2021-06-21,Colorado,08,557234,6881
2021-06-21,Connecticut,09,348757,8269
2021-06-21,Delaware,10,109564,1683
2021-06-21,District of Columbia,11,49248,1141
2021-06-21,Florida,12,2314559,37585
2021-06-21,Georgia,13,1106776,20628
2021-06-21,Guam,66,9253,140
2021-06-21,Hawaii,15,36048,510
2021-06-21,Idaho,16,194327,2138
2021-06-21,Illinois,17,1393461,25592
2021-06-21,Indiana,18,754867,13799
2021-06-21,Iowa,19,373140,6115
2021-06-21,Kansas,20,318248,5165
2021-06-21,Kentucky,21,464584,7236
2021-06-21,Louisiana,22,478139,10693
2021-06-21,Maine,23,68844,854
2021-06-21,Maryland,24,461996,9707
2021-06-21,Massachusetts,25,709443,17976
2021-06-21,Michigan,26,996972,20884
2021-06-21,Minnesota,27,604701,7642
2021-06-21,Mississippi,28,320107,7378
2021-06-21,Missouri,29,626799,9836
2021-06-21,Montana,30,113333,1652
2021-06-21,Nebraska,31,224427,2519
2021-06-21,Nevada,32,329515,5646
2021-06-21,New Hampshire,33,99329,1367
2021-06-21,New Jersey,34,1021323,26377
2021-06-21,New Mexico,35,204961,4328
2021-06-21,New York,36,2110346,53034
2021-06-21,North Carolina,37,1011643,13386
2021-06-21,North Dakota,38,110602,1554
2021-06-21,Northern Mariana Islands,69,183,2
2021-06-21,Ohio,39,1109025,20166
2021-06-21,Oklahoma,40,455986,7354
2021-06-21,Oregon,41,206854,2786
2021-06-21,Pennsylvania,42,1215116,27623
2021-06-21,Puerto Rico,72,173368,2540
2021-06-21,Rhode Island,44,152429,2724
2021-06-21,South Carolina,45,595750,9801
2021-06-21,South Dakota,46,124411,2027
2021-06-21,Tennessee,47,853362,12423
2021-06-21,Texas,48,2980325,52300
2021-06-21,Utah,49,411840,2330
2021-06-21,Vermont,50,24368,256
2021-06-21,Virgin Islands,78,3768,30
2021-06-21,Virginia,51,678765,11360
2021-06-21,Washington,53,449829,5881
2021-06-21,West Virginia,54,163382,2863
2021-06-21,Wisconsin,55,677030,8064
2021-06-21,Wyoming,56,61630,734
2021-06-22,Alabama,01,549013,11311
2021-06-22,Alaska,02,70372,356
2021-06-22,Arizona,04,890533,17858
2021-06-22,Arkansas,05,346180,5884
2021-06-22,California,06,3811099,63370
2021-06-22,Colorado,08,557621,6885
2021-06-22,Connecticut,09,348802,8271
2021-06-22,Delaware,10,109577,1691
2021-06-22,District of Columbia,11,49275,1141
2021-06-22,Florida,12,2316238,37656
2021-06-22,Georgia,13,1107157,20639
2021-06-22,Guam,66,9273,140
2021-06-22,Hawaii,15,36066,510
2021-06-22,Idaho,16,194444,2142
2021-06-22,Illinois,17,1393640,25600
2021-06-22,Indiana,18,755172,13811
2021-06-22,Iowa,19,373223,6117
2021-06-22,Kansas,20,318264,5165
2021-06-22,Kentucky,21,464743,7240
2021-06-22,Louisiana,22,478464,10699
2021-06-22,Maine,23,68864,854
2021-06-22,Maryland,24,462045,9715
2021-06-22,Massachusetts,25,709476,17977
2021-06-22,Michigan,26,997133,20897
2021-06-22,Minnesota,27,604780,7643
2021-06-22,Mississippi,28,320174,7390
2021-06-22,Missouri,29,627617,9848
2021-06-22,Montana,30,113449,1655
2021-06-22,Nebraska,31,224443,2519
2021-06-22,Nevada,32,329915,5653
2021-06-22,New Hampshire,33,99348,1368
2021-06-22,New Jersey,34,1021554,26392
2021-06-22,New Mexico,35,205058,4332
2021-06-22,New York,36,2110612,53048
2021-06-22,North Carolina,37,1011980,13401
2021-06-22,North Dakota,38,110629,1557
2021-06-22,Northern Mariana Islands,69,183,2
2021-06-22,Ohio,39,1109374,20213
2021-06-22,Oklahoma,40,456148,7354
2021-06-22,Oregon,41,207106,2786
2021-06-22,Pennsylvania,42,1215239,27655
2021-06-22,Puerto Rico,72,173397,2543
2021-06-22,Rhode Island,44,152443,2726
2021-06-22,South Carolina,45,595813,9804
2021-06-22,South Dakota,46,124446,2027
2021-06-22,Tennessee,47,853476,12433
2021-06-22,Texas,48,2982215,52328
2021-06-22,Utah,49,412089,2333
2021-06-22,Vermont,50,24371,256
2021-06-22,Virgin Islands,78,3774,30
2021-06-22,Virginia,51,678909,11367
2021-06-22,Washington,53,450253,5887
2021-06-22,West Virginia,54,163627,2870
2021-06-22,Wisconsin,55,677143,8067
2021-06-22,Wyoming,56,61704,734
2021-06-23,Alabama,01,549394,11328
2021-06-23,Alaska,02,70443,357
2021-06-23,Arizona,04,891023,17868
2021-06-23,Arkansas,05,346569,5887
2021-06-23,California,06,3811979,63425
2021-06-23,Colorado,08,558015,6899
2021-06-23,Connecticut,09,348840,8271
2021-06-23,Delaware,10,109599,1693
2021-06-23,District of Columbia,11,49284,1141
2021-06-23,Florida,12,2318122,37678
2021-06-23,Georgia,13,1107558,20660
2021-06-23,Guam,66,9279,140
2021-06-23,Hawaii,15,36104,510
2021-06-23,Idaho,16,194596,2142
2021-06-23,Illinois,17,1393961,25608
2021-06-23,Indiana,18,755454,13816
2021-06-23,Iowa,19,373314,6120
2021-06-23,Kansas,20,318583,5175
2021-06-23,Kentucky,21,464874,7242
2021-06-23,Louisiana,22,478946,10709
2021-06-23,Maine,23,68877,856
2021-06-23,Maryland,24,462104,9722
2021-06-23,Massachusetts,25,709544,17982
2021-06-23,Michigan,26,997361,20900
2021-06-23,Minnesota,27,604851,7648
2021-06-23,Mississippi,28,320292,7390
2021-06-23,Missouri,29,628434,9856
2021-06-23,Montana,30,113511,1657
2021-06-23,Nebraska,31,224492,2519
2021-06-23,Nevada,32,330362,5654
2021-06-23,New Hampshire,33,99366,1369
2021-06-23,New Jersey,34,1021822,26403
2021-06-23,New Mexico,35,205134,4334
2021-06-23,New York,36,2110862,53056
2021-06-23,North Carolina,37,1012441,13413
2021-06-23,North Dakota,38,110645,1557
2021-06-23,Northern Mariana Islands,69,183,2
2021-06-23,Ohio,39,1109697,20213
2021-06-23,Oklahoma,40,456413,7384
2021-06-23,Oregon,41,207417,2790
2021-06-23,Pennsylvania,42,1215374,27662
2021-06-23,Puerto Rico,72,173396,2543
2021-06-23,Rhode Island,44,152481,2726
2021-06-23,South Carolina,45,595901,9804
2021-06-23,South Dakota,46,124468,2029
2021-06-23,Tennessee,47,853636,12438
2021-06-23,Texas,48,2983351,52363
2021-06-23,Utah,49,412616,2336
2021-06-23,Vermont,50,24379,256
2021-06-23,Virgin Islands,78,3774,30
2021-06-23,Virginia,51,679137,11368
2021-06-23,Washington,53,450995,5930
2021-06-23,West Virginia,54,163689,2872
2021-06-23,Wisconsin,55,677256,8077
2021-06-23,Wyoming,56,61776,740
2021-06-24,Alabama,01,549394,11328
2021-06-24,Alaska,02,70443,357
2021-06-24,Arizona,04,891649,17875
2021-06-24,Arkansas,05,346952,5890
2021-06-24,California,06,3812993,63490
2021-06-24,Colorado,08,558665,6904
2021-06-24,Connecticut,09,348993,8274
2021-06-24,Delaware,10,109620,1693
2021-06-24,District of Columbia,11,49297,1141
2021-06-24,Florida,12,2320057,37705
2021-06-24,Georgia,13,1107923,20676
2021-06-24,Guam,66,9285,140
2021-06-24,Hawaii,15,36157,510
2021-06-24,Idaho,16,194685,2145
2021-06-24,Illinois,17,1394189,25630
2021-06-24,Indiana,18,755741,13819
2021-06-24,Iowa,19,373372,6124
2021-06-24,Kansas,20,318591,5175
2021-06-24,Kentucky,21,465024,7247
2021-06-24,Louisiana,22,479311,10717
2021-06-24,Maine,23,68889,856
2021-06-24,Maryland,24,462170,9729
2021-06-24,Massachusetts,25,709622,17986
2021-06-24,Michigan,26,997561,20931
2021-06-24,Minnesota,27,604972,7654
2021-06-24,Mississippi,28,320594,7391
2021-06-24,Missouri,29,629625,9858
2021-06-24,Montana,30,113578,1661
2021-06-24,Nebraska,31,224525,2519
2021-06-24,Nevada,32,330810,5664
2021-06-24,New Hampshire,33,99392,1369
2021-06-24,New Jersey,34,1022094,26417
2021-06-24,New Mexico,35,205215,4336
2021-06-24,New York,36,2111245,53052
2021-06-24,North Carolina,37,1012883,13426
2021-06-24,North Dakota,38,110658,1558
2021-06-24,Northern Mariana Islands,69,183,2
2021-06-24,Ohio,39,1110000,20213
2021-06-24,Oklahoma,40,456686,7384
2021-06-24,Oregon,41,207617,2791
2021-06-24,Pennsylvania,42,1215735,27675
2021-06-24,Puerto Rico,72,173417,2544
2021-06-24,Rhode Island,44,152501,2727
2021-06-24,South Carolina,45,596032,9805
2021-06-24,South Dakota,46,124478,2029
2021-06-24,Tennessee,47,853701,12442
2021-06-24,Texas,48,2985029,52396
2021-06-24,Utah,49,413078,2337
2021-06-24,Vermont,50,24385,256
2021-06-24,Virgin Islands,78,3774,30
2021-06-24,Virginia,51,679330,11378
2021-06-24,Washington,53,451560,5939
2021-06-24,West Virginia,54,163744,2876
2021-06-24,Wisconsin,55,677398,8092
2021-06-24,Wyoming,56,61847,740
2021-06-25,Alabama,01,549934,11336
2021-06-25,Alaska,02,70485,357
2021-06-25,Arizona,04,892236,17903
2021-06-25,Arkansas,05,347254,5893
2021-06-25,California,06,3814393,63543
2021-06-25,Colorado,08,559104,6915
2021-06-25,Connecticut,09,349120,8275
2021-06-25,Delaware,10,109636,1693
2021-06-25,District of Columbia,11,49305,1141
2021-06-25,Florida,12,2321929,37772
2021-06-25,Georgia,13,1108264,20678
2021-06-25,Guam,66,9297,140
2021-06-25,Hawaii,15,36198,511
2021-06-25,Idaho,16,194768,2147
2021-06-25,Illinois,17,1394454,25637
2021-06-25,Indiana,18,756046,13822
2021-06-25,Iowa,19,373450,6125
2021-06-25,Kansas,20,318833,5182
2021-06-25,Kentucky,21,465205,7252
2021-06-25,Louisiana,22,479521,10723
2021-06-25,Maine,23,68924,858
2021-06-25,Maryland,24,462234,9730
2021-06-25,Massachusetts,25,709682,17987
2021-06-25,Michigan,26,997692,20945
2021-06-25,Minnesota,27,605064,7665
2021-06-25,Mississippi,28,320837,7395
2021-06-25,Missouri,29,630716,9871
2021-06-25,Montana,30,113636,1662
2021-06-25,Nebraska,31,224552,2519
2021-06-25,Nevada,32,331614,5667
2021-06-25,New Hampshire,33,99403,1371
2021-06-25,New Jersey,34,1022443,26428
2021-06-25,New Mexico,35,205290,4337
2021-06-25,New York,36,2111588,53060
2021-06-25,North Carolina,37,1013279,13432
2021-06-25,North Dakota,38,110675,1558
2021-06-25,Northern Mariana Islands,69,183,2
2021-06-25,Ohio,39,1110292,20281
2021-06-25,Oklahoma,40,456910,7384
2021-06-25,Oregon,41,207884,2792
2021-06-25,Pennsylvania,42,1215889,27685
2021-06-25,Puerto Rico,72,173486,2545
2021-06-25,Rhode Island,44,152514,2728
2021-06-25,South Carolina,45,596144,9819
2021-06-25,South Dakota,46,124492,2030
2021-06-25,Tennessee,47,853779,12449
2021-06-25,Texas,48,2986713,52426
2021-06-25,Utah,49,413387,2351
2021-06-25,Vermont,50,24392,256
2021-06-25,Virgin Islands,78,3835,30
2021-06-25,Virginia,51,679472,11389
2021-06-25,Washington,53,451980,5949
2021-06-25,West Virginia,54,163804,2876
2021-06-25,Wisconsin,55,677464,8099
2021-06-25,Wyoming,56,61951,740
2021-06-26,Alabama,01,549934,11336
2021-06-26,Alaska,02,70485,357
2021-06-26,Arizona,04,892711,17914
2021-06-26,Arkansas,05,347254,5893
2021-06-26,California,06,3815178,63555
2021-06-26,Colorado,08,559640,6919
2021-06-26,Connecticut,09,349120,8275
2021-06-26,Delaware,10,109657,1694
2021-06-26,District of Columbia,11,49305,1141
2021-06-26,Florida,12,2321929,37772
2021-06-26,Georgia,13,1108649,20702
2021-06-26,Guam,66,9297,140
2021-06-26,Hawaii,15,36251,513
2021-06-26,Idaho,16,194768,2147
2021-06-26,Illinois,17,1394454,25637
2021-06-26,Indiana,18,756046,13822
2021-06-26,Iowa,19,373529,6131
2021-06-26,Kansas,20,318833,5182
2021-06-26,Kentucky,21,465205,7252
2021-06-26,Louisiana,22,479521,10723
2021-06-26,Maine,23,68963,858
2021-06-26,Maryland,24,462295,9734
2021-06-26,Massachusetts,25,709738,17989
2021-06-26,Michigan,26,997692,20945
2021-06-26,Minnesota,27,605133,7671
2021-06-26,Mississippi,28,320837,7395
2021-06-26,Missouri,29,631292,9874
2021-06-26,Montana,30,113636,1662
2021-06-26,Nebraska,31,224570,2519
2021-06-26,Nevada,32,331614,5667
2021-06-26,New Hampshire,33,99403,1371
2021-06-26,New Jersey,34,1022680,26434
2021-06-26,New Mexico,35,205290,4337
2021-06-26,New York,36,2111933,53066
2021-06-26,North Carolina,37,1013282,13432
2021-06-26,North Dakota,38,110688,1559
2021-06-26,Northern Mariana Islands,69,183,2
2021-06-26,Ohio,39,1110546,20281
2021-06-26,Oklahoma,40,456910,7384
2021-06-26,Oregon,41,208071,2794
2021-06-26,Pennsylvania,42,1216036,27691
2021-06-26,Puerto Rico,72,173524,2546
2021-06-26,Rhode Island,44,152514,2728
2021-06-26,South Carolina,45,596144,9819
2021-06-26,South Dakota,46,124492,2030
2021-06-26,Tennessee,47,853786,12449
2021-06-26,Texas,48,2988213,52449
2021-06-26,Utah,49,413739,2355
2021-06-26,Vermont,50,24392,256
2021-06-26,Virgin Islands,78,3835,30
2021-06-26,Virginia,51,679680,11392
2021-06-26,Washington,53,452327,5948
2021-06-26,West Virginia,54,163804,2876
2021-06-26,Wisconsin,55,677464,8099
2021-06-26,Wyoming,56,61951,740
2021-06-27,Alabama,01,549934,11336
2021-06-27,Alaska,02,70485,357
2021-06-27,Arizona,04,893147,17913
2021-06-27,Arkansas,05,347254,5893
2021-06-27,California,06,3816045,63586
2021-06-27,Colorado,08,559815,6925
2021-06-27,Connecticut,09,349120,8275
2021-06-27,Delaware,10,109682,1694
2021-06-27,District of Columbia,11,49305,1141
2021-06-27,Florida,12,2321929,37772
2021-06-27,Georgia,13,1108870,20702
2021-06-27,Guam,66,9297,140
2021-06-27,Hawaii,15,36297,513
2021-06-27,Idaho,16,194768,2147
2021-06-27,Illinois,17,1394454,25637
2021-06-27,Indiana,18,756046,13822
2021-06-27,Iowa,19,373583,6133
2021-06-27,Kansas,20,318833,5182
2021-06-27,Kentucky,21,465205,7252
2021-06-27,Louisiana,22,479521,10723
2021-06-27,Maine,23,68976,858
2021-06-27,Maryland,24,462361,9737
2021-06-27,Massachusetts,25,709769,17990
2021-06-27,Michigan,26,997692,20945
2021-06-27,Minnesota,27,605230,7675
2021-06-27,Mississippi,28,320837,7395
2021-06-27,Missouri,29,631715,9874
2021-06-27,Montana,30,113636,1662
2021-06-27,Nebraska,31,224570,2519
2021-06-27,Nevada,32,331614,5667
2021-06-27,New Hampshire,33,99403,1371
2021-06-27,New Jersey,34,1022830,26437
2021-06-27,New Mexico,35,205290,4337
2021-06-27,New York,36,2112307,53081
2021-06-27,North Carolina,37,1013290,13432
2021-06-27,North Dakota,38,110694,1559
2021-06-27,Northern Mariana Islands,69,183,2
2021-06-27,Ohio,39,1110700,20281
2021-06-27,Oklahoma,40,456910,7384
2021-06-27,Oregon,41,208192,2794
2021-06-27,Pennsylvania,42,1216140,27702
2021-06-27,Puerto Rico,72,173571,2546
2021-06-27,Rhode Island,44,152514,2728
2021-06-27,South Carolina,45,596144,9819
2021-06-27,South Dakota,46,124492,2030
2021-06-27,Tennessee,47,853786,12449
2021-06-27,Texas,48,2988389,52458
2021-06-27,Utah,49,414021,2363
2021-06-27,Vermont,50,24392,256
2021-06-27,Virgin Islands,78,3835,30
2021-06-27,Virginia,51,679828,11396
2021-06-27,Washington,53,452390,5948
2021-06-27,West Virginia,54,163804,2876
2021-06-27,Wisconsin,55,677464,8099
2021-06-27,Wyoming,56,61951,740
2021-06-28,Alabama,01,550451,11338
2021-06-28,Alaska,02,70581,357
2021-06-28,Arizona,04,893560,17913
2021-06-28,Arkansas,05,348220,5897
2021-06-28,California,06,3817655,63597
2021-06-28,Colorado,08,560151,6928
2021-06-28,Connecticut,09,349261,8276
2021-06-28,Delaware,10,109700,1694
2021-06-28,District of Columbia,11,49315,1141
2021-06-28,Florida,12,2321929,37772
2021-06-28,Georgia,13,1109016,20702
2021-06-28,Guam,66,9313,141
2021-06-28,Hawaii,15,36314,513
2021-06-28,Idaho,16,194901,2147
2021-06-28,Illinois,17,1395179,25665
2021-06-28,Indiana,18,756608,13836
2021-06-28,Iowa,19,373641,6133
2021-06-28,Kansas,20,319151,5183
2021-06-28,Kentucky,21,465460,7259
2021-06-28,Louisiana,22,480463,10728
2021-06-28,Maine,23,68989,858
2021-06-28,Maryland,24,462398,9739
2021-06-28,Massachusetts,25,709810,17992
2021-06-28,Michigan,26,998068,20951
2021-06-28,Minnesota,27,605311,7680
2021-06-28,Mississippi,28,321138,7401
2021-06-28,Missouri,29,632504,9875
2021-06-28,Montana,30,113684,1662
2021-06-28,Nebraska,31,224650,2519
2021-06-28,Nevada,32,332529,5670
2021-06-28,New Hampshire,33,99455,1371
2021-06-28,New Jersey,34,1022977,26438
2021-06-28,New Mexico,35,205438,4338
2021-06-28,New York,36,2112628,53089
2021-06-28,North Carolina,37,1014140,13439
2021-06-28,North Dakota,38,110697,1559
2021-06-28,Northern Mariana Islands,69,183,2
2021-06-28,Ohio,39,1110847,20281
2021-06-28,Oklahoma,40,457490,7384
2021-06-28,Oregon,41,208310,2796
2021-06-28,Pennsylvania,42,1216293,27705
2021-06-28,Puerto Rico,72,173624,2547
2021-06-28,Rhode Island,44,152567,2728
2021-06-28,South Carolina,45,596616,9814
2021-06-28,South Dakota,46,124512,2030
2021-06-28,Tennessee,47,854011,12456
2021-06-28,Texas,48,2989253,52464
2021-06-28,Utah,49,414275,2365
2021-06-28,Vermont,50,24402,256
2021-06-28,Virgin Islands,78,3839,30
2021-06-28,Virginia,51,679917,11402
2021-06-28,Washington,53,452960,5956
2021-06-28,West Virginia,54,163967,2878
2021-06-28,Wisconsin,55,677608,8109
2021-06-28,Wyoming,56,62099,740
2021-06-29,Alabama,01,550451,11338
2021-06-29,Alaska,02,70581,357
2021-06-29,Arizona,04,894106,17930
2021-06-29,Arkansas,05,348699,5905
2021-06-29,California,06,3818311,63610
2021-06-29,Colorado,08,560407,6940
2021-06-29,Connecticut,09,349301,8276
2021-06-29,Delaware,10,109712,1694
2021-06-29,District of Columbia,11,49347,1141
2021-06-29,Florida,12,2327165,37836
2021-06-29,Georgia,13,1109016,20702
2021-06-29,Guam,66,9317,141
2021-06-29,Hawaii,15,36344,513
2021-06-29,Idaho,16,194977,2151
2021-06-29,Illinois,17,1395442,25667
2021-06-29,Indiana,18,756877,13844
2021-06-29,Iowa,19,373735,6134
2021-06-29,Kansas,20,319160,5182
2021-06-29,Kentucky,21,465686,7264
2021-06-29,Louisiana,22,480876,10732
2021-06-29,Maine,23,69021,858
2021-06-29,Maryland,24,462434,9740
2021-06-29,Massachusetts,25,709873,17993
2021-06-29,Michigan,26,998305,20982
2021-06-29,Minnesota,27,605390,7680
2021-06-29,Mississippi,28,321408,7412
2021-06-29,Missouri,29,633549,9914
2021-06-29,Montana,30,113797,1665
2021-06-29,Nebraska,31,224725,2520
2021-06-29,Nevada,32,333154,5678
2021-06-29,New Hampshire,33,99481,1371
2021-06-29,New Jersey,34,1023200,26444
2021-06-29,New Mexico,35,205484,4340
2021-06-29,New York,36,2112872,53093
2021-06-29,North Carolina,37,1014376,13443
2021-06-29,North Dakota,38,110711,1559
2021-06-29,Northern Mariana Islands,69,183,2
2021-06-29,Ohio,39,1111124,20309
2021-06-29,Oklahoma,40,457575,7384
2021-06-29,Oregon,41,208504,2799
2021-06-29,Pennsylvania,42,1216430,27717
2021-06-29,Puerto Rico,72,173636,2547
2021-06-29,Rhode Island,44,152589,2728
2021-06-29,South Carolina,45,596712,9817
2021-06-29,South Dakota,46,124521,2033
2021-06-29,Tennessee,47,854043,12463
2021-06-29,Texas,48,2990978,52494
2021-06-29,Utah,49,414636,2368
2021-06-29,Vermont,50,24406,256
2021-06-29,Virgin Islands,78,3858,30
2021-06-29,Virginia,51,680065,11412
2021-06-29,Washington,53,453307,5963
2021-06-29,West Virginia,54,163992,2879
2021-06-29,Wisconsin,55,677743,8126
2021-06-29,Wyoming,56,62195,747
2021-06-30,Alabama,01,550983,11352
2021-06-30,Alaska,02,70669,360
2021-06-30,Arizona,04,894875,17936
2021-06-30,Arkansas,05,349385,5909
2021-06-30,California,06,3816704,63662
2021-06-30,Colorado,08,560927,6947
2021-06-30,Connecticut,09,349352,8278
2021-06-30,Delaware,10,109744,1694
2021-06-30,District of Columbia,11,49335,1141
2021-06-30,Florida,12,2329484,37877
2021-06-30,Georgia,13,1110094,20729
2021-06-30,Guam,66,9326,141
2021-06-30,Hawaii,15,36391,514
2021-06-30,Idaho,16,195074,2154
2021-06-30,Illinois,17,1395863,25674
2021-06-30,Indiana,18,757279,13850
2021-06-30,Iowa,19,373861,6138
2021-06-30,Kansas,20,319584,5188
2021-06-30,Kentucky,21,465942,7267
2021-06-30,Louisiana,22,481467,10738
2021-06-30,Maine,23,69033,858
2021-06-30,Maryland,24,462496,9741
2021-06-30,Massachusetts,25,709966,17994
2021-06-30,Michigan,26,998606,20984
2021-06-30,Minnesota,27,605458,7687
2021-06-30,Mississippi,28,321764,7412
2021-06-30,Missouri,29,634733,9919
2021-06-30,Montana,30,113862,1665
2021-06-30,Nebraska,31,224753,2520
2021-06-30,Nevada,32,333712,5681
2021-06-30,New Hampshire,33,99504,1372
2021-06-30,New Jersey,34,1023395,26452
2021-06-30,New Mexico,35,205542,4342
2021-06-30,New York,36,2113147,53095
2021-06-30,North Carolina,37,1014682,13450
2021-06-30,North Dakota,38,110738,1559
2021-06-30,Northern Mariana Islands,69,183,2
2021-06-30,Ohio,39,1111324,20309
2021-06-30,Oklahoma,40,457851,7388
2021-06-30,Oregon,41,208680,2803
2021-06-30,Pennsylvania,42,1216579,27725
2021-06-30,Puerto Rico,72,173641,2549
2021-06-30,Rhode Island,44,152613,2730
2021-06-30,South Carolina,45,596840,9819
