date,state,fips,cases,deaths
2021-03-19,Connecticut,09,296691,7832
2021-03-19,Delaware,10,91635,1522
2021-03-19,District of Columbia,11,43034,1047
2021-03-19,Florida,12,1999249,32650
2021-03-19,Georgia,13,1017114,17903
2021-03-19,Guam,66,8749,135
2021-03-19,Hawaii,15,28678,449
2021-03-19,Idaho,16,177292,1944
2021-03-19,Illinois,17,1222043,23304
2021-03-19,Indiana,18,679529,12922
2021-03-19,Iowa,19,345304,5673
2021-03-19,Kansas,20,302223,4842
2021-03-19,Kentucky,21,423499,5744
2021-03-19,Louisiana,22,439737,9988
2021-03-19,Maine,23,48070,728
2021-03-19,Maryland,24,398083,8132
2021-03-19,Massachusetts,25,610481,16803
2021-03-19,Michigan,26,686584,16848
2021-03-19,Minnesota,27,502961,6839
2021-03-19,Mississippi,28,302316,6945
2021-03-19,Missouri,29,581380,8813
2021-03-19,Montana,30,102900,1410
2021-03-19,Nebraska,31,206470,2243
2021-03-19,Nevada,32,300696,5161
2021-03-19,New Hampshire,33,79996,1213
2021-03-19,New Jersey,34,857739,24103
2021-03-19,New Mexico,35,189374,3884
2021-03-19,New York,36,1772624,48848
2021-03-19,North Carolina,37,894586,11833
2021-03-19,North Dakota,38,101545,1491
2021-03-19,Northern Mariana Islands,69,157,2
2021-03-19,Ohio,39,997336,18340
2021-03-19,Oklahoma,40,434491,4788
2021-03-19,Oregon,41,161068,2369
2021-03-19,Pennsylvania,42,985595,24817
2021-03-19,Puerto Rico,72,137294,2089
2021-03-19,Rhode Island,44,133039,2595
2021-03-19,South Carolina,45,538801,8966
2021-03-19,South Dakota,46,115518,1919
2021-03-19,Tennessee,47,784120,11606
2021-03-19,Texas,48,2746452,47362
2021-03-19,Utah,49,380844,2058
2021-03-19,Vermont,50,17393,217
2021-03-19,Virgin Islands,78,2767,25
2021-03-19,Virginia,51,602182,10092
2021-03-19,Washington,53,356637,5224
2021-03-19,West Virginia,54,137092,2600
2021-03-19,Wisconsin,55,628634,7225
2021-03-19,Wyoming,56,55581,693
2021-03-20,Alabama,01,511087,10436
2021-03-20,Alaska,02,60683,296
2021-03-20,Arizona,04,835765,16733
2021-03-20,Arkansas,05,328547,5533
2021-03-20,California,06,3640830,57495
2021-03-20,Colorado,08,452174,6148
2021-03-20,Connecticut,09,296691,7832
2021-03-20,Delaware,10,91942,1526
2021-03-20,District of Columbia,11,43175,1049
2021-03-20,Florida,12,2004354,32712
2021-03-20,Georgia,13,1018824,17965
2021-03-20,Guam,66,8749,135
2021-03-20,Hawaii,15,28763,450
2021-03-20,Idaho,16,177501,1944
2021-03-20,Illinois,17,1223884,23329
2021-03-20,Indiana,18,680420,12926
2021-03-20,Iowa,19,345644,5675
2021-03-20,Kansas,20,302223,4842
2021-03-20,Kentucky,21,423989,5777
2021-03-20,Louisiana,22,439737,9988
2021-03-20,Maine,23,48292,728
2021-03-20,Maryland,24,399201,8158
2021-03-20,Massachusetts,25,612857,16832
2021-03-20,Michigan,26,689933,16897
2021-03-20,Minnesota,27,504341,6845
2021-03-20,Mississippi,28,302677,6955
2021-03-20,Missouri,29,581859,8816
2021-03-20,Montana,30,103042,1415
2021-03-20,Nebraska,31,206685,2243
2021-03-20,Nevada,32,300962,5171
2021-03-20,New Hampshire,33,80316,1217
2021-03-20,New Jersey,34,862648,24134
2021-03-20,New Mexico,35,189560,3891
2021-03-20,New York,36,1779291,48916
2021-03-20,North Carolina,37,896395,11848
2021-03-20,North Dakota,38,101633,1492
2021-03-20,Northern Mariana Islands,69,157,2
2021-03-20,Ohio,39,998819,18340
2021-03-20,Oklahoma,40,434491,4788
2021-03-20,Oregon,41,161342,2373
2021-03-20,Pennsylvania,42,989336,24841
2021-03-20,Puerto Rico,72,137510,2092
2021-03-20,Rhode Island,44,133039,2595
2021-03-20,South Carolina,45,540390,8977
2021-03-20,South Dakota,46,115723,1922
2021-03-20,Tennessee,47,784220,11606
2021-03-20,Texas,48,2748905,47459
2021-03-20,Utah,49,381311,2060
2021-03-20,Vermont,50,17555,219
2021-03-20,Virgin Islands,78,2767,25
2021-03-20,Virginia,51,603748,10106
2021-03-20,Washington,53,357376,5224
2021-03-20,West Virginia,54,137478,2600
2021-03-20,Wisconsin,55,629167,7241
2021-03-20,Wyoming,56,55581,693
2021-03-21,Alabama,01,511460,10436
2021-03-21,Alaska,02,60683,296
2021-03-21,Arizona,04,836253,16745
2021-03-21,Arkansas,05,328655,5539
2021-03-21,California,06,3642778,57586
2021-03-21,Colorado,08,452727,6148
2021-03-21,Connecticut,09,296691,7832
2021-03-21,Delaware,10,92287,1529
2021-03-21,District of Columbia,11,43229,1050
2021-03-21,Florida,12,2008341,32741
2021-03-21,Georgia,13,1020384,17965
2021-03-21,Guam,66,8749,135
2021-03-21,Hawaii,15,28834,451
2021-03-21,Idaho,16,177501,1944
2021-03-21,Illinois,17,1225236,23357
2021-03-21,Indiana,18,681188,12946
2021-03-21,Iowa,19,345785,5676
2021-03-21,Kansas,20,302223,4842
2021-03-21,Kentucky,21,424272,5793
2021-03-21,Louisiana,22,439737,9988
2021-03-21,Maine,23,48464,729
2021-03-21,Maryland,24,400208,8170
2021-03-21,Massachusetts,25,614668,16867
2021-03-21,Michigan,26,690090,16897
2021-03-21,Minnesota,27,505292,6850
2021-03-21,Mississippi,28,302837,6956
2021-03-21,Missouri,29,582185,8822
2021-03-21,Montana,30,103111,1415
2021-03-21,Nebraska,31,206792,2243
2021-03-21,Nevada,32,301187,5172
2021-03-21,New Hampshire,33,80543,1217
2021-03-21,New Jersey,34,865886,24174
2021-03-21,New Mexico,35,189731,3891
2021-03-21,New York,36,1783026,48942
2021-03-21,North Carolina,37,896395,11849
2021-03-21,North Dakota,38,101682,1492
2021-03-21,Northern Mariana Islands,69,157,2
2021-03-21,Ohio,39,999751,18340
2021-03-21,Oklahoma,40,434491,4788
2021-03-21,Oregon,41,161532,2374
2021-03-21,Pennsylvania,42,991403,24853
2021-03-21,Puerto Rico,72,137836,2096
2021-03-21,Rhode Island,44,133039,2595
2021-03-21,South Carolina,45,541582,9007
2021-03-21,South Dakota,46,115867,1923
2021-03-21,Tennessee,47,784267,11606
2021-03-21,Texas,48,2751212,47504
2021-03-21,Utah,49,381687,2062
2021-03-21,Vermont,50,17740,219
2021-03-21,Virgin Islands,78,2767,25
2021-03-21,Virginia,51,604908,10117
2021-03-21,Washington,53,357420,5224
2021-03-21,West Virginia,54,137826,2606
2021-03-21,Wisconsin,55,629606,7241
2021-03-21,Wyoming,56,55581,693
2021-03-22,Alabama,01,511779,10436
2021-03-22,Alaska,02,61034,296
2021-03-22,Arizona,04,836737,16745
2021-03-22,Arkansas,05,328707,5544
2021-03-22,California,06,3645684,57770
2021-03-22,Colorado,08,453045,6149
2021-03-22,Connecticut,09,299667,7841
2021-03-22,Delaware,10,92429,1531
2021-03-22,District of Columbia,11,43383,1050
2021-03-22,Florida,12,2011203,32778
2021-03-22,Georgia,13,1021299,17990
2021-03-22,Guam,66,8753,135
2021-03-22,Hawaii,15,28912,451
2021-03-22,Idaho,16,177929,1949
2021-03-22,Illinois,17,1226595,23379
2021-03-22,Indiana,18,681699,12947
2021-03-22,Iowa,19,346218,5676
2021-03-22,Kansas,20,302602,4850
2021-03-22,Kentucky,21,424716,5847
2021-03-22,Louisiana,22,441066,10030
2021-03-22,Maine,23,48642,729
2021-03-22,Maryland,24,400890,8184
2021-03-22,Massachusetts,25,615874,16894
2021-03-22,Michigan,26,695763,16904
2021-03-22,Minnesota,27,506444,6850
2021-03-22,Mississippi,28,302932,6956
2021-03-22,Missouri,29,582710,8824
2021-03-22,Montana,30,103227,1415
2021-03-22,Nebraska,31,207124,2244
2021-03-22,Nevada,32,301360,5174
2021-03-22,New Hampshire,33,80750,1217
2021-03-22,New Jersey,34,869037,24181
2021-03-22,New Mexico,35,189893,3894
2021-03-22,New York,36,1787934,48959
2021-03-22,North Carolina,37,899303,11865
2021-03-22,North Dakota,38,101732,1492
2021-03-22,Northern Mariana Islands,69,157,2
2021-03-22,Ohio,39,1001195,18340
2021-03-22,Oklahoma,40,435450,4788
2021-03-22,Oregon,41,161800,2377
2021-03-22,Pennsylvania,42,993622,24839
2021-03-22,Puerto Rico,72,138131,2096
2021-03-22,Rhode Island,44,134039,2604
2021-03-22,South Carolina,45,542203,9027
2021-03-22,South Dakota,46,115972,1923
2021-03-22,Tennessee,47,787263,11610
2021-03-22,Texas,48,2754620,47613
2021-03-22,Utah,49,381846,2062
2021-03-22,Vermont,50,17839,219
2021-03-22,Virgin Islands,78,2767,25
2021-03-22,Virginia,51,605969,10129
2021-03-22,Washington,53,358727,5232
2021-03-22,West Virginia,54,138102,2612
2021-03-22,Wisconsin,55,629994,7241
2021-03-22,Wyoming,56,55730,693
2021-03-23,Alabama,01,511789,10450
2021-03-23,Alaska,02,61212,298
2021-03-23,Arizona,04,837244,16798
2021-03-23,Arkansas,05,328946,5547
2021-03-23,California,06,3648181,57936
2021-03-23,Colorado,08,453976,6150
2021-03-23,Connecticut,09,300565,7845
2021-03-23,Delaware,10,92609,1535
2021-03-23,District of Columbia,11,43488,1051
2021-03-23,Florida,12,2016505,32819
2021-03-23,Georgia,13,1023176,18021
2021-03-23,Guam,66,8755,135
2021-03-23,Hawaii,15,28950,451
2021-03-23,Idaho,16,178254,1954
2021-03-23,Illinois,17,1228418,23391
2021-03-23,Indiana,18,682360,12959
2021-03-23,Iowa,19,346985,5683
2021-03-23,Kansas,20,302665,4850
2021-03-23,Kentucky,21,425592,5864
2021-03-23,Louisiana,22,441771,10037
2021-03-23,Maine,23,48773,731
2021-03-23,Maryland,24,401612,8195
2021-03-23,Massachusetts,25,617695,16915
2021-03-23,Michigan,26,700292,16923
2021-03-23,Minnesota,27,507299,6857
2021-03-23,Mississippi,28,303238,6977
2021-03-23,Missouri,29,583286,8881
2021-03-23,Montana,30,103579,1419
2021-03-23,Nebraska,31,207401,2244
2021-03-23,Nevada,32,301506,5188
2021-03-23,New Hampshire,33,81132,1218
2021-03-23,New Jersey,34,873840,24242
2021-03-23,New Mexico,35,190064,3905
2021-03-23,New York,36,1794735,48977
2021-03-23,North Carolina,37,900546,11878
2021-03-23,North Dakota,38,101896,1494
2021-03-23,Northern Mariana Islands,69,158,2
2021-03-23,Ohio,39,1002822,18382
2021-03-23,Oklahoma,40,435634,4788
2021-03-23,Oregon,41,162101,2380
2021-03-23,Pennsylvania,42,997245,24876
2021-03-23,Puerto Rico,72,138358,2098
2021-03-23,Rhode Island,44,134336,2606
2021-03-23,South Carolina,45,542912,9030
2021-03-23,South Dakota,46,116100,1923
2021-03-23,Tennessee,47,788549,11643
2021-03-23,Texas,48,2758973,47698
2021-03-23,Utah,49,382229,2077
2021-03-23,Vermont,50,17933,220
2021-03-23,Virgin Islands,78,2767,25
2021-03-23,Virginia,51,607234,10137
2021-03-23,Washington,53,359290,5249
2021-03-23,West Virginia,54,138429,2613
2021-03-23,Wisconsin,55,630040,7241
2021-03-23,Wyoming,56,55799,695
2021-03-24,Alabama,01,512711,10487
2021-03-24,Alaska,02,61411,298
2021-03-24,Arizona,04,837849,16842
2021-03-24,Arkansas,05,329177,5560
2021-03-24,California,06,3650958,58187
2021-03-24,Colorado,08,456069,6158
2021-03-24,Connecticut,09,302022,7852
2021-03-24,Delaware,10,92819,1535
2021-03-24,District of Columbia,11,43595,1053
2021-03-24,Florida,12,2021648,32849
2021-03-24,Georgia,13,1024530,18091
2021-03-24,Guam,66,8758,135
2021-03-24,Hawaii,15,29005,454
2021-03-24,Idaho,16,178663,1955
2021-03-24,Illinois,17,1231154,23408
2021-03-24,Indiana,18,683330,12975
2021-03-24,Iowa,19,347590,5689
2021-03-24,Kansas,20,303234,4881
2021-03-24,Kentucky,21,426210,5911
2021-03-24,Louisiana,22,442221,10056
2021-03-24,Maine,23,48972,731
2021-03-24,Maryland,24,402785,8214
2021-03-24,Massachusetts,25,619816,16970
2021-03-24,Michigan,26,705335,16940
2021-03-24,Minnesota,27,508609,6866
2021-03-24,Mississippi,28,303625,6981
2021-03-24,Missouri,29,584084,8892
2021-03-24,Montana,30,103796,1431
2021-03-24,Nebraska,31,207634,2273
2021-03-24,Nevada,32,301749,5203
2021-03-24,New Hampshire,33,81521,1228
2021-03-24,New Jersey,34,877936,24293
2021-03-24,New Mexico,35,190275,3911
2021-03-24,New York,36,1814919,49231
2021-03-24,North Carolina,37,902610,11975
2021-03-24,North Dakota,38,102032,1495
2021-03-24,Northern Mariana Islands,69,158,2
2021-03-24,Ohio,39,1004670,18382
2021-03-24,Oklahoma,40,436135,4850
2021-03-24,Oregon,41,162461,2380
2021-03-24,Pennsylvania,42,1001913,24934
2021-03-24,Puerto Rico,72,138503,2100
2021-03-24,Rhode Island,44,134807,2606
2021-03-24,South Carolina,45,543925,9055
2021-03-24,South Dakota,46,116370,1924
2021-03-24,Tennessee,47,789976,11687
2021-03-24,Texas,48,2762762,47861
2021-03-24,Utah,49,382791,2082
2021-03-24,Vermont,50,18028,222
2021-03-24,Virgin Islands,78,2876,25
2021-03-24,Virginia,51,608704,10143
2021-03-24,Washington,53,360203,5250
2021-03-24,West Virginia,54,138818,2619
2021-03-24,Wisconsin,55,631508,7264
2021-03-24,Wyoming,56,55887,695
2021-03-25,Alabama,01,513138,10504
2021-03-25,Alaska,02,61558,299
2021-03-25,Arizona,04,837987,16874
2021-03-25,Arkansas,05,329511,5571
2021-03-25,California,06,3653449,58413
2021-03-25,Colorado,08,457010,6161
2021-03-25,Connecticut,09,303510,7862
2021-03-25,Delaware,10,93038,1536
2021-03-25,District of Columbia,11,43669,1053
2021-03-25,Florida,12,2027421,32956
2021-03-25,Georgia,13,1026632,18181
2021-03-25,Guam,66,8763,135
2021-03-25,Hawaii,15,29120,455
2021-03-25,Idaho,16,179009,1957
2021-03-25,Illinois,17,1233417,23442
2021-03-25,Indiana,18,684281,12982
2021-03-25,Iowa,19,348492,5708
2021-03-25,Kansas,20,303267,4881
2021-03-25,Kentucky,21,427004,6004
2021-03-25,Louisiana,22,442620,10073
2021-03-25,Maine,23,49190,731
2021-03-25,Maryland,24,404167,8217
2021-03-25,Massachusetts,25,622226,17010
2021-03-25,Michigan,26,711126,16994
2021-03-25,Minnesota,27,510476,6892
2021-03-25,Mississippi,28,303942,6987
2021-03-25,Missouri,29,585299,8903
2021-03-25,Montana,30,103961,1435
2021-03-25,Nebraska,31,207938,2280
2021-03-25,Nevada,32,302196,5215
2021-03-25,New Hampshire,33,82039,1229
2021-03-25,New Jersey,34,881880,24330
2021-03-25,New Mexico,35,190491,3918
2021-03-25,New York,36,1823602,49305
2021-03-25,North Carolina,37,904665,12025
2021-03-25,North Dakota,38,102230,1497
2021-03-25,Northern Mariana Islands,69,159,2
2021-03-25,Ohio,39,1006171,18382
2021-03-25,Oklahoma,40,436504,4850
2021-03-25,Oregon,41,162878,2381
2021-03-25,Pennsylvania,42,1005504,24972
2021-03-25,Puerto Rico,72,138581,2103
2021-03-25,Rhode Island,44,135290,2607
2021-03-25,South Carolina,45,545254,9083
2021-03-25,South Dakota,46,116624,1927
2021-03-25,Tennessee,47,791437,11692
2021-03-25,Texas,48,2768120,47990
2021-03-25,Utah,49,383260,2089
2021-03-25,Vermont,50,18215,223
2021-03-25,Virgin Islands,78,2877,25
2021-03-25,Virginia,51,610263,10147
2021-03-25,Washington,53,361300,5286
2021-03-25,West Virginia,54,139251,2624
2021-03-25,Wisconsin,55,632331,7268
2021-03-25,Wyoming,56,55920,695
2021-03-26,Alabama,01,513580,10523
2021-03-26,Alaska,02,61744,299
2021-03-26,Arizona,04,838558,16898
2021-03-26,Arkansas,05,329695,5583
2021-03-26,California,06,3656822,58630
2021-03-26,Colorado,08,458106,6161
2021-03-26,Connecticut,09,305210,7865
2021-03-26,Delaware,10,93325,1536
2021-03-26,District of Columbia,11,43825,1055
2021-03-26,Florida,12,2033171,33115
2021-03-26,Georgia,13,1028447,18275
2021-03-26,Guam,66,8765,135
2021-03-26,Hawaii,15,29322,456
2021-03-26,Idaho,16,179313,1957
2021-03-26,Illinois,17,1236528,23472
2021-03-26,Indiana,18,685382,13002
2021-03-26,Iowa,19,349055,5716
2021-03-26,Kansas,20,303710,4891
2021-03-26,Kentucky,21,427650,6041
2021-03-26,Louisiana,22,443069,10087
2021-03-26,Maine,23,49443,731
2021-03-26,Maryland,24,405528,8232
2021-03-26,Massachusetts,25,624986,17051
2021-03-26,Michigan,26,717104,17015
2021-03-26,Minnesota,27,512175,6899
2021-03-26,Mississippi,28,304210,6998
2021-03-26,Missouri,29,586353,8910
2021-03-26,Montana,30,104107,1435
2021-03-26,Nebraska,31,208213,2280
2021-03-26,Nevada,32,302642,5226
2021-03-26,New Hampshire,33,82374,1231
2021-03-26,New Jersey,34,887479,24358
2021-03-26,New Mexico,35,190716,3925
2021-03-26,New York,36,1831605,49363
2021-03-26,North Carolina,37,906770,12049
2021-03-26,North Dakota,38,102414,1498
2021-03-26,Northern Mariana Islands,69,159,2
2021-03-26,Ohio,39,1008913,18526
2021-03-26,Oklahoma,40,436971,4850
2021-03-26,Oregon,41,163368,2384
2021-03-26,Pennsylvania,42,1010521,25013
2021-03-26,Puerto Rico,72,138841,2106
2021-03-26,Rhode Island,44,135775,2608
2021-03-26,South Carolina,45,546670,9092
2021-03-26,South Dakota,46,116833,1928
2021-03-26,Tennessee,47,792724,11713
2021-03-26,Texas,48,2772019,48123
2021-03-26,Utah,49,383771,2091
2021-03-26,Vermont,50,18498,224
2021-03-26,Virgin Islands,78,2888,26
2021-03-26,Virginia,51,612062,10154
2021-03-26,Washington,53,362403,5288
2021-03-26,West Virginia,54,139750,2628
2021-03-26,Wisconsin,55,633154,7272
2021-03-26,Wyoming,56,56046,695
2021-03-27,Alabama,01,514072,10526
2021-03-27,Alaska,02,61744,299
2021-03-27,Arizona,04,839334,16913
2021-03-27,Arkansas,05,329860,5590
2021-03-27,California,06,3658932,58801
2021-03-27,Colorado,08,460114,6165
2021-03-27,Connecticut,09,305210,7865
2021-03-27,Delaware,10,93701,1544
2021-03-27,District of Columbia,11,44051,1056
2021-03-27,Florida,12,2039054,33141
2021-03-27,Georgia,13,1029997,18349
2021-03-27,Guam,66,8766,135
2021-03-27,Hawaii,15,29426,459
2021-03-27,Idaho,16,179511,1957
2021-03-27,Illinois,17,1239012,23498
2021-03-27,Indiana,18,686360,13011
2021-03-27,Iowa,19,349554,5718
2021-03-27,Kansas,20,303710,4891
2021-03-27,Kentucky,21,428107,6053
2021-03-27,Louisiana,22,443069,10087
2021-03-27,Maine,23,49653,736
2021-03-27,Maryland,24,406894,8246
2021-03-27,Massachusetts,25,627556,17086
2021-03-27,Michigan,26,722160,17038
2021-03-27,Minnesota,27,513911,6903
2021-03-27,Mississippi,28,304420,7000
2021-03-27,Missouri,29,586829,8942
2021-03-27,Montana,30,104159,1436
2021-03-27,Nebraska,31,208707,2281
2021-03-27,Nevada,32,302939,5236
2021-03-27,New Hampshire,33,82745,1235
2021-03-27,New Jersey,34,892145,24382
2021-03-27,New Mexico,35,190887,3927
2021-03-27,New York,36,1840338,49446
2021-03-27,North Carolina,37,906770,12049
2021-03-27,North Dakota,38,102568,1498
2021-03-27,Northern Mariana Islands,69,159,2
2021-03-27,Ohio,39,1010603,18526
2021-03-27,Oklahoma,40,436971,4850
2021-03-27,Oregon,41,163737,2386
2021-03-27,Pennsylvania,42,1014137,25044
2021-03-27,Puerto Rico,72,139240,2109
2021-03-27,Rhode Island,44,135775,2608
2021-03-27,South Carolina,45,548114,9104
2021-03-27,South Dakota,46,117081,1933
2021-03-27,Tennessee,47,792763,11713
2021-03-27,Texas,48,2775092,48209
2021-03-27,Utah,49,384231,2101
2021-03-27,Vermont,50,18623,224
2021-03-27,Virgin Islands,78,2901,26
2021-03-27,Virginia,51,613974,10178
2021-03-27,Washington,53,363588,5288
2021-03-27,West Virginia,54,140316,2631
2021-03-27,Wisconsin,55,633846,7275
2021-03-27,Wyoming,56,56046,695
2021-03-28,Alabama,01,514391,10526
2021-03-28,Alaska,02,61744,299
2021-03-28,Arizona,04,839888,16919
2021-03-28,Arkansas,05,329929,5595
2021-03-28,California,06,3661102,58927
2021-03-28,Colorado,08,460827,6165
2021-03-28,Connecticut,09,305210,7865
2021-03-28,Delaware,10,94062,1544
2021-03-28,District of Columbia,11,44175,1056
2021-03-28,Florida,12,2043997,33177
2021-03-28,Georgia,13,1030899,18349
2021-03-28,Guam,66,8769,135
2021-03-28,Hawaii,15,29528,459
2021-03-28,Idaho,16,179511,1957
2021-03-28,Illinois,17,1241187,23521
2021-03-28,Indiana,18,687304,13023
2021-03-28,Iowa,19,349714,5725
2021-03-28,Kansas,20,303710,4891
2021-03-28,Kentucky,21,428419,6062
2021-03-28,Louisiana,22,443069,10087
2021-03-28,Maine,23,49850,736
2021-03-28,Maryland,24,408229,8251
2021-03-28,Massachusetts,25,629531,17115
2021-03-28,Michigan,26,722276,17038
2021-03-28,Minnesota,27,515136,6908
2021-03-28,Mississippi,28,304616,7001
2021-03-28,Missouri,29,587107,8943
2021-03-28,Montana,30,104184,1436
2021-03-28,Nebraska,31,208867,2281
2021-03-28,Nevada,32,303081,5236
2021-03-28,New Hampshire,33,83027,1237
2021-03-28,New Jersey,34,896650,24389
2021-03-28,New Mexico,35,191048,3927
2021-03-28,New York,36,1849190,49537
2021-03-28,North Carolina,37,906770,12051
2021-03-28,North Dakota,38,102615,1498
2021-03-28,Northern Mariana Islands,69,159,2
2021-03-28,Ohio,39,1011622,18526
2021-03-28,Oklahoma,40,436971,4850
2021-03-28,Oregon,41,163952,2386
2021-03-28,Pennsylvania,42,1016713,25058
2021-03-28,Puerto Rico,72,139508,2112
2021-03-28,Rhode Island,44,135775,2608
2021-03-28,South Carolina,45,549199,9122
2021-03-28,South Dakota,46,117244,1933
2021-03-28,Tennessee,47,792811,11713
2021-03-28,Texas,48,2778062,48260
2021-03-28,Utah,49,384621,2114
2021-03-28,Vermont,50,18820,225
2021-03-28,Virgin Islands,78,2907,26
2021-03-28,Virginia,51,615366,10198
2021-03-28,Washington,53,363659,5288
2021-03-28,West Virginia,54,140613,2634
2021-03-28,Wisconsin,55,634317,7275
2021-03-28,Wyoming,56,56046,695
2021-03-29,Alabama,01,514619,10526
2021-03-29,Alaska,02,61744,299
2021-03-29,Arizona,04,840501,16918
2021-03-29,Arkansas,05,330008,5601
2021-03-29,California,06,3664161,59015
2021-03-29,Colorado,08,461969,6166
2021-03-29,Connecticut,09,308439,7883
2021-03-29,Delaware,10,94402,1552
2021-03-29,District of Columbia,11,44248,1059
2021-03-29,Florida,12,2047371,33246
2021-03-29,Georgia,13,1032045,18381
2021-03-29,Guam,66,8773,135
2021-03-29,Hawaii,15,29626,459
2021-03-29,Idaho,16,179897,1960
2021-03-29,Illinois,17,1243171,23527
2021-03-29,Indiana,18,688017,13028
2021-03-29,Iowa,19,350219,5729
2021-03-29,Kansas,20,304143,4902
2021-03-29,Kentucky,21,428835,6104
2021-03-29,Louisiana,22,443905,10122
2021-03-29,Maine,23,50030,736
2021-03-29,Maryland,24,409260,8260
2021-03-29,Massachusetts,25,631031,17130
2021-03-29,Michigan,26,731519,17048
2021-03-29,Minnesota,27,516686,6913
2021-03-29,Mississippi,28,304695,7001
2021-03-29,Missouri,29,587619,8920
2021-03-29,Montana,30,104293,1436
2021-03-29,Nebraska,31,208853,2280
2021-03-29,Nevada,32,303292,5237
2021-03-29,New Hampshire,33,83340,1237
2021-03-29,New Jersey,34,900271,24404
2021-03-29,New Mexico,35,191230,3927
2021-03-29,New York,36,1858162,49648
2021-03-29,North Carolina,37,912026,12110
2021-03-29,North Dakota,38,102671,1498
2021-03-29,Northern Mariana Islands,69,159,2
2021-03-29,Ohio,39,1013119,18526
2021-03-29,Oklahoma,40,437853,4850
2021-03-29,Oregon,41,164256,2390
2021-03-29,Pennsylvania,42,1020584,25073
2021-03-29,Puerto Rico,72,140103,2112
2021-03-29,Rhode Island,44,136419,2613
2021-03-29,South Carolina,45,550068,9122
2021-03-29,South Dakota,46,117336,1933
2021-03-29,Tennessee,47,795088,11761
2021-03-29,Texas,48,2782555,48306
2021-03-29,Utah,49,384815,2114
2021-03-29,Vermont,50,19002,225
2021-03-29,Virgin Islands,78,2907,26
2021-03-29,Virginia,51,616509,10219
2021-03-29,Washington,53,365029,5296
2021-03-29,West Virginia,54,140991,2638
2021-03-29,Wisconsin,55,634662,7278
2021-03-29,Wyoming,56,56190,695
2021-03-30,Alabama,01,514980,10527
2021-03-30,Alaska,02,62395,299
2021-03-30,Arizona,04,841078,16941
2021-03-30,Arkansas,05,330186,5616
2021-03-30,California,06,3666541,59116
2021-03-30,Colorado,08,462991,6172
2021-03-30,Connecticut,09,310056,7885
2021-03-30,Delaware,10,94573,1559
2021-03-30,District of Columbia,11,44413,1061
2021-03-30,Florida,12,2052433,33337
2021-03-30,Georgia,13,1033379,18406
2021-03-30,Guam,66,8774,135
2021-03-30,Hawaii,15,29689,459
2021-03-30,Idaho,16,180233,1960
2021-03-30,Illinois,17,1245548,23542
2021-03-30,Indiana,18,688740,13038
2021-03-30,Iowa,19,350756,5729
2021-03-30,Kansas,20,304179,4902
2021-03-30,Kentucky,21,429501,6126
2021-03-30,Louisiana,22,444414,10132
2021-03-30,Maine,23,50253,738
2021-03-30,Maryland,24,410163,8273
2021-03-30,Massachusetts,25,633081,17148
2021-03-30,Michigan,26,737764,17100
2021-03-30,Minnesota,27,517959,6914
2021-03-30,Mississippi,28,304858,7013
2021-03-30,Missouri,29,588199,8971
2021-03-30,Montana,30,104456,1437
2021-03-30,Nebraska,31,209163,2281
2021-03-30,Nevada,32,303520,5239
2021-03-30,New Hampshire,33,83714,1237
2021-03-30,New Jersey,34,905144,24486
2021-03-30,New Mexico,35,191377,3934
2021-03-30,New York,36,1863912,49696
2021-03-30,North Carolina,37,913515,12116
2021-03-30,North Dakota,38,102912,1498
2021-03-30,Northern Mariana Islands,69,159,2
2021-03-30,Ohio,39,1015577,18609
2021-03-30,Oklahoma,40,437974,4850
2021-03-30,Oregon,41,164582,2395
2021-03-30,Pennsylvania,42,1025958,25106
2021-03-30,Puerto Rico,72,140550,2112
2021-03-30,Rhode Island,44,136765,2618
2021-03-30,South Carolina,45,550669,9126
2021-03-30,South Dakota,46,117495,1935
2021-03-30,Tennessee,47,796371,11789
2021-03-30,Texas,48,2785961,48417
2021-03-30,Utah,49,385186,2118
2021-03-30,Vermont,50,19109,225
2021-03-30,Virgin Islands,78,2907,26
2021-03-30,Virginia,51,617941,10242
2021-03-30,Washington,53,365816,5302
2021-03-30,West Virginia,54,141322,2640
2021-03-30,Wisconsin,55,635523,7293
2021-03-30,Wyoming,56,56236,695
2021-03-31,Alabama,01,515388,10554
2021-03-31,Alaska,02,62559,299
2021-03-31,Arizona,04,841811,16967
2021-03-31,Arkansas,05,330398,5626
2021-03-31,California,06,3669048,59260
2021-03-31,Colorado,08,464782,6175
2021-03-31,Connecticut,09,310888,7886
2021-03-31,Delaware,10,94802,1559
2021-03-31,District of Columbia,11,44513,1064
2021-03-31,Florida,12,2057727,33424
2021-03-31,Georgia,13,1035186,18473
2021-03-31,Guam,66,8776,135
2021-03-31,Hawaii,15,29779,460
2021-03-31,Idaho,16,180643,1965
2021-03-31,Illinois,17,1248133,23579
2021-03-31,Indiana,18,689785,13039
2021-03-31,Iowa,19,351402,5743
2021-03-31,Kansas,20,304657,4913
2021-03-31,Kentucky,21,430116,6151
2021-03-31,Louisiana,22,444933,10141
2021-03-31,Maine,23,50504,743
2021-03-31,Maryland,24,411529,8286
2021-03-31,Massachusetts,25,635580,17185
2021-03-31,Michigan,26,744823,17112
2021-03-31,Minnesota,27,519607,6926
2021-03-31,Mississippi,28,305146,7032
